w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99
1.46672566667,-1.09606716667,1.6923235,0.0222146666667,-0.526152666667,1.18917383333,1.15669733333,0.429472333333,-1.12514483333,-0.451016333333,-1.16570933333,-0.646082,1.79530783333,2.967513,1.32037583333,0.956258,-0.905472666667,0.0453183333333,-1.98926883333,-1.26978933333,-0.749666166667,-1.240971,-0.3325515,-1.38120016667,0.251614666667,-0.59801,-0.715390333333,0.473735,-0.576278333333,-0.47938,-1.22388966667,0.6458855,-0.407831666667,0.589952,-0.0733433333333,-0.888571833333,1.59828483333,-0.1646255,-2.57231016667,-1.8137755,1.743097,-1.05099983333,0.423079166667,2.77085716667,-0.92753,1.087073,-0.468131833333,-1.04879166667,-0.0151716666667,-1.60679216667,-0.979854833333,-1.23893166667,1.10294516667,-1.30122016667,-0.733854,-1.58566683333,-0.383334666667,-2.60219466667,0.9981735,0.5353025,-3.26432316667,1.00899666667,-2.99121366667,-0.836581833333,0.489926166667,0.873020833333,-0.046062,0.020774,-0.852178833333,-2.215035,1.04332066667,-1.44123583333,-1.14875483333,-1.12511533333,0.0927578333333,1.7514225,0.335706166667,2.55053233333,-1.89523383333,2.35517133333,1.03737966667,0.0877863333333,1.573123,0.8680385,-0.178624666667,2.04057433333,1.25082466667,0.366877,1.55042216667,-0.0410088333333,-1.2696625,-0.247203333333,1.49897083333,0.891552666667,-1.10097416667,2.38705016667,-1.34059116667,1.92056166667,0.214091166667,1.7974965
-0.1847318,-1.0519832,1.9446608,-0.0031686,-0.1527216,1.1579858,0.811916,1.416323,-1.1056488,-0.3916638,-0.8135934,-1.5811586,1.181643,2.9137318,0.8079412,-0.7625506,-1.0073292,-0.5059838,-0.731254,-1.5693386,-2.121931,0.0163166,0.091771,-2.9701994,0.2559952,-3.3228972,-1.276666,1.5716324,-1.3497788,0.0369414,1.121431,0.0426114,0.5446122,1.058951,-0.2073492,-0.6235986,1.3686662,-1.9592188,-1.877035,-2.039549,2.3260008,-0.8120936,1.3851892,1.736534,-1.3984956,1.1910358,0.3583446,0.6392296,0.9857234,-0.1749132,-0.8139606,-0.3659494,3.5603066,-2.3342682,-0.1684052,-0.9595118,-0.83793,-3.141361,0.5217906,-1.198802,-1.425147,0.3590232,-1.3842082,-1.6550788,-2.4087942,0.6770738,-0.6796984,0.5927948,0.4643372,-0.133003,-0.29186,-1.1182406,-3.3752946,-0.705394,-0.5802756,0.7529658,0.0103606,2.6911486,-1.8019396,2.4755474,0.7659828,2.1868848,1.5799588,2.4127456,0.5525872,2.4928394,1.4766844,-0.0519248,0.5331854,1.4028398,-0.1524712,-0.6127502,1.5695492,-0.7887126,-2.3262644,1.1826592,-1.9161026,0.6420868,2.0040984,0.2418632
0.01953975,-0.705922,1.552538125,-1.03560975,0.0725805,-0.501440125,0.189594375,1.101529125,-0.58687175,-1.057376375,-0.20959325,-1.032964125,0.775213875,2.386855,-0.587472875,-0.9445235,-2.146805875,-0.1714875,-0.92598925,-1.889882125,-3.6631685,-0.38608725,-0.82130125,-3.167658375,-1.182342,-1.860184,0.479650625,1.515669375,-2.153155625,-0.939396875,0.25429925,0.6559335,-0.20499,1.0125795,0.562509625,0.069768375,2.020867625,-2.5113345,-2.337700125,-3.273676625,1.160397875,-1.057267625,1.469131875,1.610631375,-1.394251375,0.88896675,0.6151905,-0.3632085,1.057768625,0.48120575,-1.269287375,-1.61172525,2.929145,-1.895991125,-1.185774625,-0.25231825,-0.778457375,-1.7612405,1.30443125,0.084103625,-1.402893875,0.859077,-2.008585125,-1.534797125,-2.72166,0.893406,1.088929875,1.114087125,-0.06946775,-0.51634125,-0.891222,-0.909789875,-3.231486,0.175316375,0.21403575,1.26717325,0.884795,1.705831875,-2.53790825,3.114739125,-0.81406825,1.039476,1.286241,3.111531625,1.064713375,2.11640625,1.535570875,0.980203,0.41923825,1.191609875,-0.386998625,-1.893850875,0.5209665,-0.6129935,-0.911734,0.769856375,-1.448915,0.747912125,1.198862,0.18736175
0.280163333333,-0.900451,1.98630922222,0.105657,1.08001955556,-0.154058333333,1.27403811111,1.42079822222,-0.926842333333,-1.90833733333,0.169301888889,-0.528722888889,1.045056,2.23500711111,0.0171324444444,-0.356655888889,-1.36121655556,-0.104883888889,-0.344775333333,-1.75985488889,-2.79077311111,-0.164262555556,0.285062333333,-1.58392588889,-0.347276666667,-1.80330511111,1.10952455556,0.616054222222,-1.33004844444,-0.83738,-0.0116328888889,1.15471433333,0.0558514444444,0.879230111111,-0.0668908888889,1.06755366667,1.88517577778,-0.560239666667,-0.821115222222,-2.33000933333,0.161884333333,-1.03971677778,1.87404255556,0.837840444444,-0.309860555556,-0.495439666667,1.603612,0.337207,1.39998322222,0.507517333333,-0.443833555556,-1.28749455556,2.26050133333,-1.81996477778,-0.491684333333,0.385262111111,-0.494422666667,-1.02303466667,0.163129111111,0.714733888889,0.0765453333333,1.61571166667,-1.38895111111,-1.07549277778,-1.07072377778,0.678145555556,0.347268888889,0.247554888889,-0.954715444444,-0.218542,-0.0560628888889,-0.00559366666667,-2.16055844444,-1.082622,-0.659012888889,2.43349222222,1.51369866667,0.627150222222,-1.51255022222,1.21064333333,-1.41128177778,-0.251022888889,0.645046777778,3.18369255556,1.92423066667,1.78571233333,1.42988788889,1.56312555556,0.164185111111,0.570788222222,-0.376644,-2.17773055556,0.213611666667,-0.254117888889,0.347773555556,-0.427759555556,-1.31449955556,0.289564444444,1.76927577778,-0.711189
1.17386025,-1.45554375,1.43365,-0.57266975,2.163669,0.18201375,-1.44081025,-2.25949825,-3.193721,-0.86667725,-1.04639,-0.2566725,1.38713675,0.5507065,-0.15870475,-0.625381,-1.78103675,-1.71652925,-0.8158805,-2.1820365,-2.32832775,-2.76357475,-0.5993885,-2.87633175,-0.176795,-1.60592275,-0.15098225,2.26199075,-1.12003325,-0.7079125,-0.679906,0.0894965,0.44070525,1.56231675,0.97246525,-0.14835325,0.6582535,-1.7117565,-1.903553,-1.823657,-1.68257475,-1.58356525,0.523584,-0.7770565,-1.7840115,-0.633169,1.08753525,1.2407085,2.36485325,-0.943731,-1.52633025,0.01647025,3.4824835,-1.28665,-1.37387625,-0.0194995,-0.9140155,-1.2608665,1.27626675,-0.20881875,0.3507595,1.33747925,-2.100395,-1.54458325,-0.6871545,2.85259175,-1.77203675,1.73272675,2.122708,-0.40855575,-2.258599,-0.483061,-3.378519,-1.44121575,0.01445025,1.725356,0.63590275,0.47169275,0.89007775,1.281083,0.04971325,-0.9710915,0.601528,1.68333925,1.442985,2.1550015,0.05997825,0.592882,0.1006435,3.555561,-1.038466,-1.59559975,1.7697155,0.9859655,0.42335825,0.861622,-0.02244,1.831463,0.326306,0.1330275
-0.215085,0.0144197,0.2101719,-0.4273139,-0.3666576,0.0608279,-0.805345,0.2232292,-1.5233338,0.3510325,-0.0864162,0.6818075,1.677037,0.7521039,-0.8439113,-0.8680373,-2.0856383,-0.9350971,-2.1646433,-4.0610316,-3.0941159,-0.4860646,-2.3094112,-2.2017763,-1.9808398,-1.3895544,-0.4070244,1.9826674,-2.3954644,-0.5127402,-1.3243652,0.8891626,0.3369083,0.5551194,1.2747951,-0.70408,0.6151855,-2.1613213,-1.6930441,-2.5215394,-0.0985746,-2.205137,-0.0469648,-0.4589549,-0.0754801,-0.8866945,1.1661647,-0.6384323,0.1522441,-0.6678673,-2.4473378,-1.1265823,3.3016459,-1.191515,-0.0522823,0.6905586,-1.3341816,-1.0289761,1.3763099,1.4298079,0.0165173,2.4096912,-1.6465574,-2.3385234,-0.90712,2.3126652,-0.849139,2.8808818,0.7489533,1.388672,-1.8727885,-1.4775541,-2.0493748,-1.1174193,-0.100728,1.5367737,1.8470133,0.9208693,0.290776,1.2714252,-1.2194616,1.12814,0.6658218,2.4127163,2.728785,1.2823427,-0.591036,1.468866,0.2963545,2.0774379,-2.3178147,0.9744319,-0.9474721,1.5792273,1.3540974,-0.1005692,-0.3638271,1.2629718,0.9119256,0.0392134
0.8315071,-0.2511523,2.2270346,0.3242072,-0.6310236,0.4041229,0.9894893,1.4137279,-1.0435755,-0.7950293,-0.3258546,0.1908015,1.6014853,2.8223328,0.0642959,0.1171356,-2.6306717,-1.256528,-2.1773217,-3.780722,-3.5772969,-0.4121606,-0.3187949,-2.8756876,-1.4027503,-2.0559943,0.1943032,1.4724585,-1.6910497,-0.5181362,-0.5206688,1.3466998,0.2178696,0.7932542,1.5876768,0.0802454,2.1724364,-2.2138706,-1.6735324,-2.1754249,0.3224182,-2.4474266,0.6339252,0.7466757,-1.0512092,-0.2432333,0.0311683,-0.3072978,1.1975909,-0.8557072,-0.6543727,-1.5711414,4.1347829,-1.7812065,0.4983411,-0.7954534,-2.0903418,-1.8822925,0.9856056,0.6999092,-0.9430915,2.2235397,-3.3762054,-2.0296592,-0.8873386,0.7511178,-0.4377637,1.8049731,0.1917166,1.2322274,-1.5065597,-0.8607243,-1.9086589,-1.129753,-1.5479566,1.8428371,1.8484566,1.0685112,-2.027694,2.4550817,-0.5556881,-0.221002,0.6398785,3.1099451,2.3304123,1.3572156,1.7713952,0.4756458,0.0872733,0.8835031,-2.1548442,0.1339059,0.0624701,1.2131702,0.2308882,0.6643897,-0.6928885,0.6533067,1.7667408,0.1379014
-1.4541515,-2.27684225,1.491438,-0.374418,1.09037425,-0.7933165,-2.42711875,0.52275025,-1.32359025,0.88003325,0.837889875,1.16792125,1.14654625,-1.171150625,-0.27605575,-2.524761125,-1.21292725,-1.4714465,-0.476071375,-3.786135875,-3.43042275,-0.213222,-2.603807375,-3.31610425,-3.282221875,0.091467625,-0.55305475,2.38737725,-3.041450625,-0.965344125,-2.4679185,0.40442525,-0.797169375,0.972966125,0.178827125,-0.808610125,0.023083625,-2.896323,-1.644821,-2.822220375,1.720008875,-0.96625975,-1.430777875,-0.330424,1.2483695,-0.950786,1.4836745,1.109705375,-0.166431875,-0.059549875,-2.22731525,-0.612871375,3.381690875,-0.69665375,-0.620289375,2.5287445,-0.49139575,-1.658911125,0.9563005,0.51280025,1.349160375,3.56624725,-0.94579075,-1.878145375,-0.833021375,0.519457625,-1.43651875,3.790586625,1.50653175,0.853704,-1.637281375,-0.497008125,-2.518488125,-0.816668375,0.577424,1.648760375,2.476724375,0.601569625,0.996958625,1.646369,-0.15731575,0.47967125,-0.7779155,2.25213725,3.45957,0.644513125,-0.639828875,1.163374375,1.748066625,2.29533425,-2.183376375,1.990675375,-0.2849295,2.3756525,1.877570625,0.994239875,-1.03665725,1.108774875,-0.5493705,0.028957375
1.39614628571,-0.774718,1.25658871429,-0.965735857143,0.280462285714,0.238759571429,-3.06701957143,-3.06255871429,-3.86079171429,-0.472100142857,0.685672285714,0.247278714286,-1.26793542857,0.465882571429,-0.562755,-1.73138842857,-0.394088142857,-2.64264114286,0.210806857143,-2.42520028571,-2.77067514286,-0.629179142857,-0.650257142857,-2.29304185714,-2.230842,-0.833807857143,-0.592161714286,1.40704857143,-1.472596,-0.518581571429,-2.01589628571,-0.339533571429,1.87761085714,0.399592142857,0.355415428571,1.63035457143,0.234554,-2.37715314286,-2.05150185714,-1.15650957143,-1.15388257143,-2.32569857143,-1.26614971429,-0.923462428571,-0.883091428571,-1.17619057143,1.53828857143,0.590699142857,0.600327428571,-0.715328,-3.91483257143,-1.346277,2.52688071429,-0.844087714286,-0.32891,-0.120110142857,-1.65237728571,-0.220150428571,1.11338314286,0.104209428571,1.46054657143,1.79326585714,-1.94966957143,-0.850056857143,-2.493606,1.37153442857,-1.02462757143,2.48361157143,1.80747985714,0.471338571429,-2.04747528571,-1.03583485714,-2.08320728571,1.36572528571,0.493692428571,-0.831590285714,1.44166914286,1.51286314286,0.400962142857,0.663587857143,-1.13042457143,-1.34602071429,0.698098,-0.12035,1.57288071429,0.805141714286,-0.539983571429,2.37262157143,-0.795619142857,1.69107242857,-2.53786557143,0.252896285714,2.47099857143,0.44092,1.65482357143,1.15674257143,0.230621142857,2.02883914286,-1.19945828571,-0.0789551428571
-0.49299825,-1.10478975,-0.29001925,-0.348383875,-2.27165925,1.979996,-2.990756375,-0.378470875,-1.7959695,0.573117125,-2.639239125,-0.29199725,2.0639815,2.070176,-0.433152625,0.879830375,-2.9258005,-0.54853675,-2.624570125,-0.405416625,-1.15829075,0.185527875,-0.932191375,-1.5263155,-1.575748,-1.8209765,-0.440177875,1.002192625,-2.662778875,0.133191625,-0.04392325,2.0065125,0.691578375,-0.699025125,0.5843085,1.02341025,1.1796625,-0.845163375,-0.54457,-0.073633125,0.07708575,-0.171862625,0.545306625,2.265502875,0.59363975,-0.860837,-0.1683595,-0.40939925,-0.335606125,-2.052359375,-0.001166875,-1.273730875,2.28232525,-0.729634625,-1.236564125,-0.1237865,-1.153012625,-2.478121625,0.155085,-0.447417,0.88381925,2.171344375,-1.775959625,-1.34240425,1.79956375,1.455179875,-0.88432075,0.312703875,1.77971825,0.403343125,-0.150911875,-0.75376925,-0.3720785,-0.54674375,1.39208775,0.86317475,1.4883125,2.339428625,1.65013925,0.367524,0.07927425,-0.912717125,-0.528198875,1.7668455,1.581759,2.53367325,-0.173048125,0.899499375,0.92714475,1.355676,-1.582632625,2.01237,-0.347636875,-0.294093625,1.131455,1.027219625,-1.206521875,2.061456625,0.864555875,-0.70535225
